Data Quality,Item,Series,Time Stamp,Date,Time (s),Measurement,Measurement ID,Image,Bubble Detection,Intensity (Cnt/s),Normalized Intensity (Cnt/s),Number Acqs,Number Unmarked Acqs,Number Marked Acqs,% Acqs Unmarked,Acq Time (s),DLS Temp (C),Attenuation Level (%),Laser Power (%),Set Temp (C),Ramp Rate (C/min),Well,Insert Info,Row,Col,Configuration,Radius (nm),Amplitude,Diffusion Coefficient (cm²/s),Diameter (nm),Polydispersity (nm),%PD,PD Index,Mw-R (kDa),Baseline,SOS,Viscosity from Sample Rh (cP),Lambda (1/s),Sigma (1/s²),D10 (nm),D50 (nm),D90 (nm),Span (D90 - D10)/D50,Range1 Radius (I) (nm),Range1 %Pd (I),Range1 Mw-R (I) (kDa),Range1 %Intensity (I),Range1 %Mass (I),Range1 %Number (I),Range1 Diameter (I) (nm),Range1 Diffusion Coefficient (I) (cm²/s),Range1 Particle Concentration (I) (1/mL),Range2 Radius (I) (nm),Range2 %Pd (I),Range2 Mw-R (I) (kDa),Range2 %Intensity (I),Range2 %Mass (I),Range2 %Number (I),Range2 Diameter (I) (nm),Range2 Diffusion Coefficient (I) (cm²/s),Range2 Particle Concentration (I) (1/mL),Range3 Radius (I) (nm),Range3 %Pd (I),Range3 Mw-R (I) (kDa),Range3 %Intensity (I),Range3 %Mass (I),Range3 %Number (I),Range3 Diameter (I) (nm),Range3 Diffusion Coefficient (I) (cm²/s),Range3 Particle Concentration (I) (1/mL),Range4 Radius (I) (nm),Range4 %Pd (I),Range4 Mw-R (I) (kDa),Range4 %Intensity (I),Range4 %Mass (I),Range4 %Number (I),Range4 Diameter (I) (nm),Range4 Diffusion Coefficient (I) (cm²/s),Range4 Particle Concentration (I) (1/mL),Range5 Radius (I) (nm),Range5 %Pd (I),Range5 Mw-R (I) (kDa),Range5 %Intensity (I),Range5 %Mass (I),Range5 %Number (I),Range5 Diameter (I) (nm),Range5 Diffusion Coefficient (I) (cm²/s),Range5 Particle Concentration (I) (1/mL),RMS Error,Number Unfiltered Peaks (I),Number Filtered Peaks (I),Pre-correction Internal Standard Rh (I) (nm),Internal Standard Viscosity (I) (cP),Mw-S (Da),1/Mw-S (1/Da),Particle Concentration (1/mL),Particle Concentration Calculation,Particle Material,Particle Shape,Particle Core Real RI,Particle Core Imaginary RI,Sample,Concentration (mg/mL),Mw-R Model,dn/dc (mL/g),Conformation Model for SLS,A2 (mol mL/g^2),Viscosity Calculation: Use Internal Standard,Internal Standard Rh (nm),Internal Standard Rh Range Minimum (nm),Internal Standard Rh Range Maximum (nm),Solvent,Rfr Idx @ 589nm & 20C,Viscosity (cP),Temp Model,
Caution,C6 ,,15:55:28,2026-03-20,2469,30,30,View,--,1021530.3093219359,8461812.4419708233,5,5,0,100,9.9614696502685547,25.003491850958277,47.512000799179077,23.000000417232513,25,0,C6,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,6,2026-Mar-20 15:12:34,6.4160537307676524,0.10929818665418657,3.834724346143726e-07,12.832107461535305,3.6622598388464298,57.079631694547182,0.57079631694547184,260.62994097299548,1.0424618706342668,638.92226645889309,--,0.0008768567974110922,19319.204667760368,0.57411398293047178,30.218706963136711,244.84799660523737,8.0835319300820014,0.84308556089194231,38.570044048065661,2.2580478843568601,43.88963281133595,99.998134695120854,99.999999999980034,1.6861711217838846,2.9183037391260044e-06,--,31.806779037307024,9.2065580618031433,11035.048145929073,12.84146721276368,9.8285639220760401e-05,1.9033184051176382e-11,63.613558074614048,7.7353942122471892e-08,--,235.02232941056639,10.485834565707544,1188775.350765794,43.268899975900368,0.0017670192399335853,9.2539538011942024e-13,470.04465882113277,1.0468706317926078e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.0008199210886175941,6,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88716459276719317,Aqueous,
Caution,C7 ,,15:56:37,2026-03-20,2538,31,31,View,--,894401.00501904893,2831002.1299401824,5,5,0,100,9.9614696502685547,24.995932692640434,21.017280220985413,40.000000596046448,25,0,C7,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,7,2026-Mar-20 15:12:34,1.1647408661741245,0.074947418496311341,2.1119634841686163e-06,2.3294817323482491,0.66482977091774664,57.079629488878695,0.57079629488878691,4.809965982541665,1.0161565490662516,149.13285801485131,--,0.018053818112713293,106399.96205443607,0.33515577382011613,1.0125661084793598,725.59887039249645,716.26307511699633,0.60975436556181095,44.573958163434185,1.057996266945886,54.115139768054831,99.997818224112734,99.999999995813042,1.2195087311236219,4.0342313508689701e-06,--,11.289036842024917,13.351729512717506,977.65415302351607,4.9534836110135654,0.00041780602972844904,4.1868685683990205e-09,22.578073684049834,2.1790080166284985e-07,--,652.92787081189454,21.948613845971408,12983753.727341402,40.931376620931601,0.001763969857533444,8.6209569699983609e-14,1305.8557416237891,3.7674761452898056e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.0015111798993847612,4,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88731864779478375,Aqueous,
Caution,C8 ,,15:57:52,2026-03-20,2613,32,32,View,--,2157219.1281381967,29486326.453021508,5,5,0,100,9.9614696502685547,24.989047263636319,88.200002908706665,62.000000476837158,25,0,C8,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,8,2026-Mar-20 15:12:34,4349.6378682466457,0.082739460661166483,5.654365621499016e-10,8699.2757364932913,2482.7572606202452,57.079631358392916,0.57079631358392913,1097567460.6578658,1.0209686347886842,37.170853890862425,--,1.8325463428843983e-06,28.486492353888647,43.245748244708864,8419.8171517792471,11710.877888242401,1.3857346222218292,0.5475502843386153,2.2864411870319734,0.82251372428856484,7.326021968240358,99.105606366723634,99.999999999240003,1.0951005686772306,4.4917231406229049e-06,--,46.732677412879362,3.9894549997968207,27149.203044748931,10.139769303915358,0.00046404774493183501,7.5789402609907343e-10,93.465354825758723,5.2627934434173808e-08,--,532.88704356451433,2.8488332487941253,8071599.5468168911,3.0276763217667155,0.0017282015961180949,1.9348163330669654e-12,1065.7740871290287,4.6153200992972825e-09,--,--,--,--,--,--,--,--,--,--,9686.5808785423324,20.148211065484759,7145299122.2264814,79.506532406077568,0.89220138393531556,1.8425987254320037e-13,19373.161757084665,2.5390220901025657e-10,--,0.00052146783390063264,4,4,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88745901196805665,Aqueous,
Good,C9 ,,15:59:06,2026-03-20,2687,33,33,View,--,717758.62443409173,12307246.930191001,5,5,0,100,9.9614696502685547,24.9901842861244,70.840001106262207,20.000000298023224,25,0,C9,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,9,2026-Mar-20 15:12:34,4.2848080472366323,0.34877906499703809,5.7400889045900714e-07,8.5696160944732647,0.27906246438475713,6.5128346779672119,0.065128346779672122,101.3378484128189,1.0009064818357349,0.31551433158186271,--,23072.420514488189,5890.5667329724802,3.8016956091499572,3.9341980294855281,4.0667004498210986,0.067359303900062159,4.100294490160131,1.8375757968052111,91.420440690042852,100,99.999999999999986,100,8.2005889803202621,5.9983933322995813e-07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00035456934187230076,2,1,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88743583037880136,Aqueous,
Caution,C10 ,,16:00:13,2026-03-20,2754,34,34,View,--,986331.75431849307,6263855.42182987,5,5,0,100,9.9614696502685547,24.991973990428011,47.512000799179077,30.000001192092896,25,0,C10,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,10,2026-Mar-20 15:12:34,51.412710334101362,0.020319976464950391,4.7840967631979571e-08,102.82542066820272,29.346155110604133,57.079572191196505,0.57079572191196504,33942.311245243785,1.000797724104044,0.90205069926493753,--,0.0081909496721657201,2410.2072283583266,30.518725385902076,41.534738992270931,2214.9165967378785,52.592069297906605,--,--,--,--,--,--,--,--,--,41.72044322315211,20.614275505912637,20819.535956169573,82.876430991113537,6.579722585953383,99.996387169735257,83.440886446304219,5.8955121780708927e-08,--,--,--,--,--,--,--,--,--,--,3561.4905523577395,97.03831759975985,687522214.36447906,17.12356900888647,93.420277414046623,0.0036128302647573086,7122.981104715479,6.906192154118688e-10,--,--,--,--,--,--,--,--,--,--,0.0004930203028009327,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88739934401839959,Aqueous,
Caution,C11 ,,16:01:22,2026-03-20,2823,35,35,View,--,2360691.9508772762,3934459010.0886588,5,5,0,100,9.9614696502685547,24.991931628270059,99.699997901916504,20.000000298023224,25,0,C11,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,11,2026-Mar-20 15:12:34,0.38415158598727439,0.0007253168980932708,6.4027617153300363e-06,0.76830317197454878,0.21927230903253828,57.079631330690908,0.57079631330690905,0.35892020927442719,1.0085759367499585,0.67492946763321415,--,0.021254510371122401,322568.85162211471,0.72414777393573593,0.78060458487358242,0.81473696794938111,0.11605004091580623,0.80694867824183014,3.4331160436430119,2.0380588873430665,100,100,100,1.6138973564836603,3.0480638161545154e-06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00021341016202612673,1,1,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88740020761815885,Aqueous,
Good,C12 ,,16:02:32,2026-03-20,2893,36,36,View,--,1008303.6077726234,14404338.72572118,5,5,0,100,9.9614696502685547,24.987804390701484,93.000000715255737,100,25,0,C12,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",3,12,2026-Mar-20 15:12:34,2.168283244465818,0.23392415002069342,1.1342447097061762e-06,4.336566488931636,0.86215549555063209,39.76212507065857,0.39762125070658572,20.588414654530201,1.0108351046838195,3.4127555352141634,--,33635.9744733115,37036.975556113495,1.3951011536201565,1.8166564695626695,2.5185978099446111,0.61844199778448927,1.8791062425818299,18.425480963613321,14.728889085541816,91.888964514401906,99.972754137550524,99.999915349860146,3.7582124851636598,1.3087944382542274e-06,--,10.142587277448818,6.3190720297977538,760.96645199048328,3.3536030705791902,0.020081596262728423,8.4648439691058065e-05,20.285174554897637,2.4247893874653508e-07,--,254.44414014025858,3.8810215792135021,1431475.3704913536,4.757432415018882,0.0071642661867550991,1.7001536956525748e-09,508.88828028051717,9.6656334778400077e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.0002314688824533236,4,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88748435281459603,Aqueous,
Caution,D1 ,,16:03:46,2026-03-20,2967,37,37,View,--,1547609.048264551,7498556.7642975962,5,5,0,100,9.9614696502685547,24.999427554092073,60.310077667236328,51.999998092651367,25,0,D1,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,1,2026-Mar-20 15:12:34,19.673988592449415,0.20984258811851952,1.2504411622863332e-07,39.347977184898831,11.229840323428322,57.079632178592234,0.57079632178592232,3586.1473531392503,1.0468821036428633,791.24844496779747,--,0.00011409695847454355,6299.6781146968669,0.9455473055096284,51.374038705294012,202.7176250905853,3.9275105261343488,0.84930723833136534,29.864709405315885,2.2972303001302126,14.500626764870798,99.718236598203305,99.99981791461488,1.6986144766627307,2.8966155063842896e-06,--,59.274814242664618,14.854917439835564,47352.221142531984,34.19084624151003,0.0013502309625843603,9.1185200506648562e-10,118.54962848532924,4.1503571924554704e-08,--,204.06626378599424,10.721552897722358,854242.8291843849,25.827815599212752,0.020920070680526349,3.4986262263522016e-10,408.13252757198848,1.2055478796901934e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00036120695518394646,6,4,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88724741713662658,Aqueous,
Caution,D2 ,,16:05:06,2026-03-20,3047,38,38,View,--,1065353.8666264657,13863131.498405211,5,5,0,100,9.9614696502685547,25.004817931451434,61.576002836227417,20.000000298023224,25,0,D2,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,2,2026-Mar-20 15:12:34,20.398974316115819,0.24497999672213508,1.2061712487925821e-07,40.797948632231638,11.643659479277682,57.079632038552212,0.57079632038552208,3903.0150920897122,1.0657174790603405,958.81544600898519,--,0.00015801052363346237,6076.647842744821,0.82712378634838668,43.915571244336505,193.29982872026193,4.3827895090567779,0.78735182752899524,9.5728459927746723,1.9241304340836867,12.241650169885027,99.356355509737384,99.998522671611283,1.5747036550579905,3.1249887870554449e-06,--,47.952419068147542,8.0168599469583413,28836.272072839314,33.064236148998575,0.0025151784638743463,1.0427514091449429e-08,95.904838136295083,5.1310563268956967e-08,--,196.08624496003503,5.7907121058803686,778119.7738379268,27.344695268735617,0.064504642692778585,3.8955584855350666e-09,392.17248992007006,1.2547874701752783e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.0005485045815623701,5,4,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88713757205649812,Aqueous,
Caution,D3 ,,16:06:16,2026-03-20,3117,39,39,View,--,1510655.5144470355,14229130.05358658,5,5,0,100,9.9614696502685547,25.006081399983561,46.916800737380981,20.000000298023224,25,0,D3,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,3,2026-Mar-20 15:12:34,96.971536919696149,0.16346050523316719,2.5373914288509426e-08,193.9430738393923,55.350996876305807,57.079632472096378,0.57079632472096375,149805.90793958542,1.0474363871724059,129.43623604532206,--,2.0100308011092122e-06,1278.3287894912828,24.174259345901628,96.821949670623027,106.73653929902791,0.85272275794893115,0.92921500016600778,6.8151070847857653,2.8351560639633875,9.4462745141631874,99.677778544880411,99.999999731205733,1.8584300003320156,2.6479850904105198e-06,--,25.836436764884525,1.5832620714788317,6784.5420140804263,2.8472155158280077,0.0016920896211714655,7.3903296114234859e-08,51.672873529769049,9.5235557775120089e-08,--,102.22594984094158,6.331208935874205,169492.25069672463,87.70650997000881,0.32052936549842409,1.9489097009464597e-07,204.45189968188316,2.4069695317616367e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00083004508754004971,4,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88711182845571657,Aqueous,
Caution,D4 ,,16:07:33,2026-03-20,3194,40,40,View,--,1363689.2566050105,12583118.520941023,5,5,0,100,9.9614696502685547,25.006755337721195,56.650197505950928,25,25,0,D4,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,4,2026-Mar-20 15:12:34,112.32494597434246,0.13083190651388016,2.1906007572273015e-08,224.64989194868491,64.114666367919611,57.079632499947834,0.5707963249994783,211291.93148325584,1.0523098149098071,118.08812629380436,--,3.2406406054406463e-09,1103.616881655021,0.93609603379732098,124.69730731019003,135.56385747119182,1.0796364760507782,0.87811539749359391,4.2616333955267889,2.4837087847126811,10.24914710661413,99.955994493727857,99.999999974251722,1.7562307949871878,2.8021272877031566e-06,--,44.721716911064036,2.4471451978499155,24494.115943950761,12.46639728764023,0.0017931247162769816,1.3311121048237495e-08,89.443433822128071,5.5020050369764751e-08,--,132.94138361080789,4.003580708733848,313414.28011765191,77.284455605745634,0.042212381555866159,1.2437140764283618e-08,265.88276722161578,1.8508842395326641e-08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.0010453689065430111,4,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88709809726611166,Aqueous,
Good,D5 ,,16:08:40,2026-03-20,3261,41,41,View,--,1844535.0570868899,184453458.982986,5,5,0,100,9.9614696502685547,25.005092013144928,94.999998807907104,20.000000298023224,25,0,D5,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,5,2026-Mar-20 15:12:34,1944.6915887060763,0.1073460966077457,1.2652306405336836e-09,3889.3831774121527,6.2509258220093479e-07,3.2143532981332406e-08,3.2143532981332406e-10,166890497.36131337,1.0017241996879469,3.2282173587752632,--,50.858654240686114,0.00091182544433719573,1822.2219229085806,1936.5475828349388,2071.1609165188815,0.12854783214047119,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2020.395839593931,4.0041837552305557,182489927.83984706,100,100,100,4040.791679187862,1.2178224366733874e-09,--,--,--,--,--,--,--,--,--,--,0.00089357859481027277,2,1,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88713198744068755,Aqueous,
Good,D6 ,,16:09:45,2026-03-20,3326,42,42,View,--,1465977.5478823583,244329577.9641467,5,5,0,100,9.9614696502685547,25.003028648732535,93.999999761581421,10.000000149011612,25,0,D6,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,6,2026-Mar-20 15:12:34,2083.8647203065498,0.21503280271322539,1.180666729638042e-09,4167.7294406130995,4.2726713904235868e-05,2.0503592909788548e-06,2.0503592909788548e-08,196186701.44346741,1.000924030612846,48.865666078990273,--,47.459426805230144,0.0067957512409446627,1808.6680212888502,1869.1677579576856,1929.6674946265209,0.064734410714359147,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1944.916167057055,0.88969564775954124,166935595.75727627,100,100,100,3889.8323341141099,1.2650158325617189e-09,--,--,--,--,--,--,--,--,--,--,0.0028225758544086874,1,1,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88717403147910234,Aqueous,
Caution,D7 ,,16:10:50,2026-03-20,3391,43,43,View,--,851231.2270595578,4256156.0718761217,5,5,0,100,9.9614696502685547,24.998501620489133,0,20.000000298023224,25,0,D7,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,7,2026-Mar-20 15:12:34,1.3385104606222518,0.044536920775355815,1.8379061062968246e-06,2.6770209212445035,0.76401683693558509,57.079631382216178,0.57079631382216178,6.6596019820970174,1.0096326526845405,149.84759852334057,--,0.0058322422878241877,92593.05425374987,605.98189830107481,828.48311763655556,1156.1888038532484,0.66411359970951389,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,891.53361053423373,24.086277920272796,26909826.396402549,100,100,100,1783.0672210684675,2.7593536798300539e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.0011426843233699644,2,1,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88726628814000918,Aqueous,
Caution,D8 ,,16:11:56,2026-03-20,3457,44,44,View,--,1547110.8273515063,5057570.2044794466,5,5,0,100,9.9614696502685547,24.993005951638018,12.600000202655792,35.000002384185791,25,0,D8,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,8,2026-Mar-20 15:12:34,244.27374498695002,0.030328925081019652,1.006944336202715e-08,488.54748997390004,139.43055552786254,57.079632334335166,0.57079632334335162,1301166.1969443334,1.000089036542515,88.367331763702978,--,4.7357670429584755e-06,507.29497829790836,0.39102958114314978,581.00477478299092,1104.7692350628815,1.900807451873749,0.53117703938694472,48.286704472812488,0.76611428000870641,27.241316495168569,99.997774310209564,100,1.0623540787738894,4.6306606980136185e-06,--,--,--,--,--,--,--,--,--,--,796.54946757378707,37.197382539369713,20674558.960310407,72.758683504831438,0.0022256897904301826,4.8963992046695026e-15,1593.0989351475741,3.0879446162563736e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.0026249658898743391,2,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88737830678435758,Aqueous,
Caution,D9 ,,16:13:14,2026-03-20,3535,45,45,View,--,1135227.463762508,5510812.127250623,5,5,0,100,9.9614696502685547,24.987447006711534,79.399996995925903,100,25,0,D9,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,9,2026-Mar-20 15:12:34,334.47831665930198,0.11703963757360358,7.3527655877897681e-09,668.95663331860396,190.91899096672526,57.079631610677609,0.57079631610677606,2714531.1577997035,1.101971237402118,1763.5216695678341,--,1.8563691746677993e-05,370.4297105518807,0.58716202099701331,3.3301734841540518,944.33465428258023,283.39289131698763,0.7487297328773469,22.251860854126715,1.7105055160962774,42.469460691046272,99.758711852680079,99.998429183794002,1.4974594657546938,3.2846841104375389e-06,--,--,--,--,--,--,--,--,--,--,903.14163042606845,10.402098328179402,27736791.528707363,47.965146928523211,0.018481722859566663,5.3232535165946591e-12,1806.2832608521369,2.7230952197764814e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.0010677285474005381,5,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88749163971941147,Aqueous,
Good,D10 ,,16:15:07,2026-03-20,3648,46,46,View,--,806777.62490643491,4033939999.7996764,5,5,0,100,9.9614696502685547,24.996922293587254,99.900001287460327,20.000000298023224,25,0,D10,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,10,2026-Mar-20 15:12:34,59.773507996415411,0.38473055778674431,4.115459087309389e-08,119.54701599283082,17.950452970774109,30.030783824584276,0.30030783824584278,48289.623329083406,1.0000120015335741,0.96924956973380894,--,1491.3373390075167,1044.7178495762912,32.546647937525407,60.173719242152622,155.3613577594827,2.0410024736500532,--,--,--,--,--,--,--,--,--,68.125687035260967,51.102749099963141,65578.19966645063,92.2416178789056,76.760033977616203,99.899659717653506,136.25137407052193,3.610905627078435e-08,--,432.03950199090758,29.016674564598617,4940562.9998665778,7.7583821210944022,23.239966022383804,0.10034028234649048,864.07900398181516,5.693817938651945e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00059241782925093076,4,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88729847721418786,Aqueous,
Caution,D11 ,,16:16:14,2026-03-20,3715,47,47,View,--,1513147.8380424716,126095646.28064352,5,5,0,100,9.9614696502685547,24.998648714236438,93.999999761581421,20.000000298023224,25,0,D11,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,11,2026-Mar-20 15:12:34,569.27201516743014,0.069140374738612842,4.3214245733751521e-09,1138.5440303348603,324.93837264412628,57.079632229692123,0.57079632229692123,9420544.534639392,1.0054646031697463,33.668598223675644,--,3.3161959277537393e-06,217.71183375897448,45.430152036696491,974.71441109087493,5555.4045864078189,5.6529116340903416,--,--,--,--,--,--,--,--,--,47.726682484558602,3.6147649946305891,28519.652125435372,27.570714167330621,0.54528928531814058,99.451960387344883,95.453364969117203,5.1544879032294984e-08,--,--,--,--,--,--,--,--,--,--,1063.4534718182388,15.619731823581434,40653186.117055215,51.23079706680452,31.002963772259506,0.54006867068205033,2126.9069436364775,2.3132804024544945e-09,--,5895.0197072823039,26.049934993460511,2235424836.2456551,21.198488765864852,68.451746942422361,0.0079709419730677016,11790.039414564608,4.1731261258386085e-10,--,0.00054583401763316514,4,3,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88726329024813011,Aqueous,
Caution,D12 ,,16:17:19,2026-03-20,3780,48,48,View,--,1411343.5407056427,121667485.78372096,5,5,0,100,9.9614696502685547,24.995216384218423,94.199997186660767,20.000000298023224,25,0,D12,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",4,12,2026-Mar-20 15:12:34,808.59814633129031,0.047652185720513517,3.0421091116457121e-09,1617.1962926625806,461.54485002313078,57.0796324623321,0.57079632462332097,21413700.575749774,1.008234959336054,17.64049034272605,--,3.2531242999215692e-07,153.26037650316431,96.53086813887839,3638.230888903377,4304.1942837958659,1.1565135760048606,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,104.31154613664584,4.0021664673767487,177694.00110540655,37.634275257789831,12.812733348322389,99.987658581615804,208.62309227329169,2.3581701927722454e-08,--,4110.8927183975284,8.1973985424811957,961759412.21585906,62.365724742210176,87.187266651677604,0.01234141838419511,8221.7854367950567,5.9837216807086263e-10,--,--,--,--,--,--,--,--,--,--,0.0007796950739458675,2,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88733324846733763,Aqueous,
Good,E1 ,,16:18:32,2026-03-20,3853,49,49,View,--,896965.94488811889,71757258.48278591,5,5,0,100,9.9614696502685547,24.996585014451046,94.999998807907104,25,25,0,E1,"949-WPR3, Z=9, Corner offsets=[120,45],[-30,-60],[100,100],[-90,45]",5,1,2026-Mar-20 15:12:34,10.872876489961742,0.39978442371526823,2.2624486039923222e-07,21.745752979923484,1.6369060754866593,15.054949598644976,0.15054949598644976,895.40066482712803,1.0002100102238896,0.65516046857711085,--,9031.0743346396193,3609.3672520910404,8.0210001328347431,10.860390354357362,14.681088529174449,0.61324576548646548,--,--,--,--,--,--,--,--,--,11.483288806047586,21.777619339400985,1017.4703372750519,98.254065252632131,99.224573255738306,99.999997348552782,22.966577612095172,2.1421845824464364e-07,--,628.83623890116974,11.883201070247058,11890410.376413669,1.7459347473678806,0.7754267442616839,2.6514472248325524e-06,1257.6724778023395,3.9118808227528069e-09,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.00032673388796503831,5,2,--,--,--,--,--,,Protein,Sphere,1.5840000000000001,0,,0,Globular Proteins,0.185,Sphere,0,,50,25,1000,Water,1.333,0.88730535173175695,Aqueous,
